date,agency,filing_title,keyword_count
4/21/2021,Energy Department,Loveland Area Projects and Western Area Colorado Missouri Balancing Authority-Rate Order No. WAPA-197,0
4/21/2021,Energy Department,"Loveland Area Projects, Western Area Colorado Missouri Balancing Authority, and Colorado River Storage Project-Rate Order No. WAPA-196",0
4/21/2021,Energy Department,Participation of Distributed Energy Resource Aggregations in Markets Operated by Regional Transmission Organizations and Independent System Operators; Correction,0
4/21/2021,Energy Department,Electrification and the Grid of the Future; Supplemental Notice of Technical Conference,1
4/22/2021,Energy Department,Combined Notice of Filings #1,0
4/23/2021,Energy Department,Carbon Pricing in Organized Wholesale Electricity Markets,0
4/23/2021,Energy Department,Combined Notice of Filings #1,0
4/26/2021,Energy Department,Electric Transmission Incentives Policy Under Section 219 of the Federal Power Act,0
4/26/2021,Energy Department,Combined Notice of Filings #1,0
4/27/2021,Energy Department,RTO/ISO Credit Principles and Practices; Credit Reforms in Organized Wholesale Electric; Notice Inviting Post-Technical Conference Comments,2
4/28/2021,Energy Department,Commission Information Collection Activities (FERC-516); Comment Request; Extension,1
4/30/2021,Energy Department,Combined Notice of Filings #1,0
5/3/2021,Energy Department,Combined Notice of Filings #1,0
5/4/2021,Energy Department,Combined Notice of Filings #1,0
5/4/2021,Energy Department,Electrification and the Grid of the Future; Supplemental Notice of Technical Conference,1
5/11/2021,Energy Department,Combined Notice of Filings #1,0
5/13/2021,Energy Department,Commission Information Collection Activities (FERC-921); Comment Request; Extension,1
5/18/2021,Energy Department,Combined Notice of Filings #1,0
5/19/2021,Energy Department,"Edgecombe Solar Energy LLC v. Duke Energy Progress, LLC, Duke Energy Carolinas, LLC, and Duke Energy Florida, LLC; Notice of Complaint",0
5/19/2021,Energy Department,Combined Notice of Filings #1,0
5/21/2021,Energy Department,Combined Notice of Filings #1,0
5/24/2021,Energy Department,Combined Notice of Filings #1,0
5/25/2021,Energy Department,"Nevada Power Company, Sierra Pacific Power Company v. California Independent System, Operator Corporation; Notice of Complaint",0
5/27/2021,Energy Department,Combined Notice of Filings #1,0
5/28/2021,Energy Department,"Application to Export Electric Energy; Intercom Energy, Inc.",0
6/2/2021,Energy Department,"Tenaska Clear Creek Wind, LLC v. Southwest Power Pool, Inc.; Notice of Complaint",0
6/2/2021,Energy Department,Standards for Business Practices and Communication Protocols for Public Utilities,0
6/2/2021,Energy Department,Hybrid Resources; Notice Inviting Comments,0
6/3/2021,Energy Department,Combined Notice of Filings #1,0
6/4/2021,Energy Department,Combined Notice of Filings #1,0
6/8/2021,Energy Department,Combined Notice of Filings #1,0
6/9/2021,Energy Department,Combined Notice of Filings #1,0
6/10/2021,Energy Department,Modernizing Electricity Market Design; Notice Inviting Post-Technical Conference Comments,0
6/11/2021,Energy Department,Combined Notice of Filings #1,0
6/14/2021,Energy Department,Combined Notice of Filings #1,0
6/15/2021,Energy Department,Combined Notice of Filings #1,0
6/15/2021,Energy Department,Sunshine Act Meetings,0
6/16/2021,Energy Department,Notice of Request for Information (RFI) on Integrating Electric Vehicles Onto the Electric Grid,1
6/17/2021,Energy Department,Combined Notice of Filings #1,0
6/23/2021,Energy Department,Combined Notice of Filings #2,0
6/24/2021,Energy Department,Commission Information Collection Activities (FERC-516g); Comment Request; Revision and Extension,1
6/25/2021,Energy Department,State Voluntary Agreements To Plan and Pay for Transmission Facilities,0
6/28/2021,Energy Department,Combined Notice of Filings #1,0
6/28/2021,Energy Department,Participation of Distributed Energy Resource Aggregations in Markets Operated by Regional Transmission Organizations and Independent System Operators,0
7/2/2021,Energy Department,Combined Notice of Filings #1,0
7/2/2021,Energy Department,"Neptune Regional Transmission System Long Island Power Authority v. PJM Interconnection, L.L.C.; Notice Establishing Paper Hearing Procedures",1
7/7/2021,Energy Department,Commission Information Collection Activities (FERC-516); Comment Request; Revision,1
7/7/2021,Energy Department,Combined Notice of Filings #2,0
7/9/2021,Energy Department,Combined Notice of Filings #1,0
7/13/2021,Energy Department,Sunshine Act Meetings,0
7/20/2021,Energy Department,Modernizing Electricity Market Design; Notice of Technical Conferences Regarding Energy and Ancillary Services Markets,0
7/20/2021,Energy Department,Commission Information Collection Activities (FERC-921); Comment Request; Extension,1
7/23/2021,Energy Department,Combined Notice of Filings #1,0
7/27/2021,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection,0
8/2/2021,Energy Department,Combined Notice of Filings #1,0
8/3/2021,Energy Department,Combined Notice of Filings #1,0
8/4/2021,Energy Department,Combined Notice of Filings #1,0
8/5/2021,Energy Department,Combined Notice of Filings #1,0
8/9/2021,Energy Department,"Carolinas Clean Energy Business Association v. PJM Interconnection, L.L.C., Duke Energy Process, LLC; Notice of Complaint",1
8/11/2021,Energy Department,Combined Notice of Filings #1,0
8/16/2021,Energy Department,Combined Notice of Filings #1,0
8/18/2021,Energy Department,"Kendall County Solar Project, LLC v. PJM Interconnection, L.L.C.; Notice of Complaint",1
8/19/2021,Energy Department,Combined Notice of Filings #1,0
8/25/2021,Energy Department,Combined Notice of Filings #1,0
8/25/2021,Energy Department,"Climate Change, Extreme Weather, and Electric System Reliability; Correction",0
8/31/2021,Energy Department,Colorado River Storage Project Management Center-Rate Order No. WAPA-195,0
9/7/2021,Energy Department,Combined Notice of Filings #1,0
9/8/2021,Energy Department,Combined Notice of Filings #1,0
9/14/2021,Energy Department,Combined Notice of Filings #1,0
9/17/2021,Energy Department,Combined Notice of Filings #1,0
9/22/2021,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection; Notice of Technical Conference,0
9/24/2021,Energy Department,Combined Notice of Filings #1,0
9/28/2021,Energy Department,Emergency Order Issued to the California Independent System Operator Corporation (CAISO) To Operate Power Generating Facilities Under Limited Circumstances in California as a Result of Extreme Weather,1
9/28/2021,Energy Department,Combined Notice of Filings #1,0
9/28/2021,Energy Department,Application To Export Electric Energy; Trafigura Trading LLC,0
9/30/2021,Energy Department,Combined Notice of Filings #1,0
10/7/2021,Energy Department,Combined Notice of Filings #1,0
10/13/2021,Energy Department,Southern California Edison Company; Notice of Filing,0
10/13/2021,Energy Department,Combined Notice of Filings #1,0
10/15/2021,Energy Department,Combined Notice of Filings #1,0
10/18/2021,Energy Department,Combined Notice of Filings #1,0
10/21/2021,Energy Department,Combined Notice of Filings #1,0
10/28/2021,Energy Department,Combined Notice of Filings #1,0
10/29/2021,Energy Department,Combined Notice of Filings #1,0
11/2/2021,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice of Meeting,0
11/3/2021,Energy Department,Combined Notice of Filings #1,0
11/4/2021,Energy Department,Combined Notice of Filings #1,0
11/5/2021,Energy Department,Combined Notice of Filings #1,0
11/9/2021,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection; Supplemental Notice of Technical Conference,0
11/12/2021,Energy Department,Combined Notice of Filings #1,0
11/16/2021,Energy Department,Combined Notice of Filings #1,0
11/17/2021,Energy Department,Combined Notice of Filings #1,0
11/18/2021,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection; Further Supplemental Notice of Technical Conference,0
11/18/2021,Energy Department,Combined Notice of Filings #1,0
11/24/2021,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection; Notice Inviting Post-Technical Conference Comments,0
11/30/2021,Energy Department,Reactive Power Capability Compensation,0
12/6/2021,Energy Department,Combined Notice of Filings #1,0
12/7/2021,Energy Department,Application To Amend Presidential Permit; CHPE LLC,0
12/8/2021,Energy Department,Combined Notice of Filings #1,0
12/9/2021,Energy Department,Combined Notice of Filings #1,0
12/10/2021,Energy Department,Modernizing Electricity Market Design; Notice Inviting Post-Technical Conference Comments,0
12/17/2021,Energy Department,Combined Notice of Filings #1,0
12/20/2021,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
12/30/2021,Energy Department,Combined Notice of Filings #1,0
1/4/2022,Energy Department,Combined Notice of Filings #1,0
1/5/2022,Energy Department,Combined Notice of Filings #1,0
1/7/2022,Energy Department,Combined Notice of Filings #1,0
1/7/2022,Energy Department,"PacifiCorp; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
1/13/2022,Energy Department,Managing Transmission Line Ratings,0
1/13/2022,Energy Department,Participation of Distributed Energy Resource Aggregations in Markets Operated by Regional Transmission Organizations and Independent System Operators; Notice of Request for Technical Conference,0
1/14/2022,Energy Department,Combined Notice of Filings #1,0
1/18/2022,Energy Department,Combined Notice of Filings #1,0
1/19/2022,Energy Department,"Building a Better Grid Initiative To Upgrade and Expand the Nation's Electric Transmission Grid To Support Resilience, Reliability, and Decarbonization",1
1/19/2022,Energy Department,Combined Notice of Filings #1,0
1/26/2022,Energy Department,Combined Notice of Filings #1,0
1/27/2022,Energy Department,Combined Notice of Filings #1,0
1/28/2022,Energy Department,Combined Notice of Filings #1,0
2/4/2022,Energy Department,Combined Notice of Filings #1,0
2/8/2022,Energy Department,Combined Notice of Filings #1,0
2/8/2022,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice of Meeting and Agenda,0
2/15/2022,Energy Department,Combined Notice of Filings #1,0
2/15/2022,Energy Department,Notice of Intent and Request for Information Regarding Establishment of a Civil Nuclear Credit Program,0
2/17/2022,Energy Department,Combined Notice of Filings #1,0
2/22/2022,Energy Department,Combined Notice of Filings #1,0
2/24/2022,Energy Department,Implementation of Dynamic Line Ratings,0
2/24/2022,Energy Department,Combined Notice of Filings #1,0
3/2/2022,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Notice of Technical Conference: Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
3/2/2022,Energy Department,Combined Notice of Filings #1,0
3/4/2022,Energy Department,Combined Notice of Filings #1,0
3/8/2022,Energy Department,Combined Notice of Filings #1,0
3/9/2022,Energy Department,Combined Notice of Filings #1,0
3/11/2022,Energy Department,Combined Notice of Filings #2,0
3/24/2022,Energy Department,Combined Notice of Filings #1,0
3/24/2022,Energy Department,"Empire II, LLC; Notice of Filing",0
3/29/2022,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
3/29/2022,Energy Department,Combined Notice of Filings #1,0
4/1/2022,Energy Department,Combined Notice of Filings #1,0
4/4/2022,Energy Department,Combined Notice of Filings #1,0
4/4/2022,Energy Department,"Scott's Mill Hydro, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests",0
4/6/2022,Energy Department,Combined Notice of Filings #1,0
4/8/2022,Energy Department,Combined Notice of Filings #1,0
4/12/2022,Energy Department,Combined Notice of Filings #1,0
4/19/2022,Energy Department,Sunshine Act Meetings,0
4/20/2022,Energy Department,Combined Notice of Filings #1,0
4/27/2022,Energy Department,Transmission Planning and Cost Management; Notice of Technical Conference,0
4/28/2022,Energy Department,"Actions Regarding the Commission's Policy on Price Index Formation and Transparency, and Indices Referenced in Natural Gas and Electric Tariffs",0
4/28/2022,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice of Meeting and Agenda,0
5/4/2022,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection,0
5/12/2022,Energy Department,Notice of Intent and Request for Information Regarding Establishment of a Transmission Facilitation Program,0
5/18/2022,Energy Department,Combined Notice of Filings #1,0
5/20/2022,Energy Department,Combined Notice of Filings #1,0
5/23/2022,Energy Department,Combined Notice of Filings #1,0
5/24/2022,Energy Department,Combined Notice of Filings #1,0
5/25/2022,Energy Department,Managing Transmission Line Ratings,0
5/27/2022,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
6/1/2022,Energy Department,Proposed 2025 Provo River Project Marketing Plan,0
6/1/2022,Energy Department,Proposed 2025 Olmsted Power Marketing Plan,0
6/2/2022,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection; Notice on Requests or Extension of Time,0
6/3/2022,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Supplemental Notice of Technical Conference on Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
6/3/2022,Energy Department,Combined Notice of Filings #1,0
6/9/2022,Energy Department,Combined Notice of Filings #1,0
6/10/2022,Energy Department,Combined Notice of Filings #1,0
6/10/2022,Energy Department,Transmission Planning and Cost Management; Notice Extending Nominations for Technical Conference,0
6/15/2022,Energy Department,Sunshine Act Meetings,0
6/15/2022,Energy Department,Combined Notice of Filings #1,0
6/16/2022,Energy Department,Combined Notice of Filings #1,0
6/24/2022,Energy Department,Combined Notice of Filings #1,0
6/27/2022,Energy Department,Transmission System Planning Performance Requirements for Extreme Weather,0
6/27/2022,Energy Department,Combined Notice of Filings #1,0
6/29/2022,Energy Department,Combined Notice of Filings #1,0
7/1/2022,Energy Department,"One-Time Informational Reports on Extreme Weather Vulnerability Assessments; Climate Change, Extreme Weather, and Electric System Reliability",0
7/5/2022,Energy Department,Improvements to Generator Interconnection Procedures and Agreements,0
7/6/2022,Energy Department,Combined Notice of Filings #1,0
7/8/2022,Energy Department,"Sandpiper Energy Storage, LLC; Notice of Filing",0
7/8/2022,Energy Department,"Peregrine Energy Storage, LLC; Notice of Filing",0
7/18/2022,Energy Department,Combined Notice of Filings #2,0
7/19/2022,Energy Department,Rail Tie Wind Project Record of Decision,0
7/19/2022,Energy Department,Combined Notice of Filings #1,0
7/19/2022,Energy Department,"PacifiCorp; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
7/20/2022,Energy Department,Combined Notice of Filings #1,0
7/22/2022,Energy Department,Joint Federal-State Task Force on Electric Transmission; Supplemental Notice of Meeting,0
7/28/2022,Energy Department,Commission Information Collection Activity (Ferc-516a); Comment Request; Extension,1
7/28/2022,Energy Department,Transmission Planning and Cost Management; Supplemental Notice of Technical Conference,0
8/3/2022,Energy Department,"California Independent System Operator Corporation, ISO New England Inc., New York Independent System Operator, Inc., Southwest Power Pool Inc.; Notice of Institution of Section 206 Proceeding and Refund Effective Date",1
8/4/2022,Energy Department,Combined Notice of Filings #2,0
8/8/2022,Energy Department,Credit-Related Information Sharing in Organized Wholesale Electric Markets,0
8/9/2022,Energy Department,Combined Notice of Filings #1,0
8/10/2022,Energy Department,"Application To Amend Presidential Permit; Energia Sierra Juarez U.S. Transmission, LLC",0
8/11/2022,Energy Department,Combined Notice of Filings #1,0
8/12/2022,Energy Department,Duty of Candor,0
8/15/2022,Energy Department,Combined Notice of Filings #1,0
8/17/2022,Energy Department,Combined Notice of Filings #1,0
8/19/2022,Energy Department,Combined Notice of Filings #1,0
8/22/2022,Energy Department,Combined Notice of Filings #1,0
8/25/2022,Energy Department,El Paso Electric Company; Notice of Institution of Section 206 Proceeding and Refund Effective Date,0
8/25/2022,Energy Department,Combined Notice of Filings #1,0
8/26/2022,Energy Department,Combined Notice of Filings #1,0
9/1/2022,Energy Department,"Nighthawk Energy Storage, LLC; Notice of Filing",0
9/7/2022,Energy Department,Combined Notice of Filings #1,0
9/15/2022,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
9/15/2022,Energy Department,Transmission Planning and Cost Management; Supplemental Notice of Technical Conference,0
9/19/2022,Energy Department,Combined Notice of Filings #1,0
9/21/2022,Energy Department,Combined Notice of Filings #1,0
9/28/2022,Energy Department,Commission Information Collection Activities; (FERC-725J); Comment Request; Extension,1
10/3/2022,Energy Department,Combined Notice of Filings #1,0
10/3/2022,Energy Department,Accounting and Reporting Treatment of Certain Renewable Energy Assets,0
10/6/2022,Energy Department,Combined Notice of Filings #2,0
10/6/2022,Energy Department,Incentives for Advanced Cybersecurity Investment; Cybersecurity Incentives,0
10/6/2022,Energy Department,Transmission Planning and Cost Management; Supplemental Notice of Technical Conference,0
10/11/2022,Energy Department,Combined Notice of Filings #1,0
10/11/2022,Energy Department,Transmission Planning and Cost Management; Supplemental Notice of Technical Conference,0
10/12/2022,Energy Department,Emergency Order Issued to the California Independent System Operator Corporation To Operate Power Generating Facilities Under Limited Circumstances in California as a Result of Extreme Weather,0
10/12/2022,Energy Department,Combined Notice of Filings #1,0
10/13/2022,Energy Department,Combined Notice of Filings #1,0
10/14/2022,Energy Department,EnerSmart Imperial Beach BESS LLC; Notice of Filing,0
10/14/2022,Energy Department,EnerSmart Mesa Heights BESS LLC; Notice of Filing,0
10/17/2022,Energy Department,Combined Notice of Filings #1,0
10/18/2022,Energy Department,Combined Notice of Filings #1,0
10/19/2022,Energy Department,Combined Notice of Filings #1,0
10/20/2022,Energy Department,Combined Notice of Filings #1,0
10/21/2022,Energy Department,Combined Notice of Filings #1,0
10/26/2022,Energy Department,Combined Notice of Filings #1,0
11/1/2022,Energy Department,Commission Information Collection Activities (FERC-725M); Comment Request; Extension,1
11/3/2022,Energy Department,Combined Notice of Filings #3,0
11/7/2022,Energy Department,Combined Notice of Filings #2,0
11/16/2022,Energy Department,Sunshine Act Meetings,0
11/18/2022,Energy Department,Fiscal Year (FY) 2024-2025 Proposed Power and Transmission Rate Adjustments Public Hearing and Opportunities for Public Review and Comment,0
11/21/2022,Energy Department,Loveland Area Projects-Rate Order No. WAPA-202,0
11/22/2022,Energy Department,Proposed Modifications To Open Access Transmission Tariff; Public Hearing and Opportunities for Public Review and Comment,0
11/23/2022,Energy Department,"Before Commissioners: Richard Glick, Chairman; James P. Danly, Allison Clements, Mark C. Christie, and Willie L. Phillips; Registration of Inverter-Based Resources; Registration of Inverter-Based Resources",0
11/23/2022,Energy Department,North American Electric Reliability Corporation; Order Approving Reliability Standards FAC-001-4 and FAC-002-4,0
11/23/2022,Energy Department,Combined Notice of Filings #1,0
11/25/2022,Energy Department,Establishing Interregional Transfer Capability Transmission Planning and Cost Allocation Requirements; Supplemental Notice of Staff-Led Workshop,0
11/29/2022,Energy Department,Combined Notice of Filings #1,0
11/30/2022,Energy Department,Combined Notice of Filings #1,0
12/2/2022,Energy Department,Notice of Staff Attendance at North American Electric Reliability Corporation Reliability and Security Technical Committee Meetings,0
12/6/2022,Energy Department,Reliability Standards To Address Inverter-Based Resources,0
12/6/2022,Energy Department,Combined Notice of Filings #1,0
12/6/2022,Energy Department,Establishing Interregional Transfer Capability Transmission Planning and Cost Allocation Requirements; Supplemental Notice of Staff-Led Workshop,0
12/8/2022,Energy Department,Commission Information Collection Activities (FERC-725J); Comment Request; Extension,1
12/8/2022,Energy Department,Notice of Staff Attendance at the ReliabilityFirst Annual Meeting of the Members and the ReliabilityFirst Board of Directors Meeting,0
12/8/2022,Energy Department,Combined Notice of Filings #2,0
12/9/2022,Energy Department,Combined Notice of Filings #1,0
12/13/2022,Energy Department,Sunshine Act Meetings,0
12/21/2022,Energy Department,Commission Information Collection Activities (FERC-516a); Comment Request; Extension,1
12/28/2022,Energy Department,Combined Notice of Filings #1,0
12/29/2022,Energy Department,Combined Notice of Filings #1,0
12/30/2022,Energy Department,Transmission Planning and Cost Management; Joint Federal-State Task Force on Electric Transmission; Notice Inviting Post-Technical Conference Comments,0
1/3/2023,Energy Department,Combined Notice of Filings #1,0
1/6/2023,Energy Department,Combined Notice of Filings #1,0
1/9/2023,Energy Department,Desert Southwest Region Ancillary Services-Rate Order No. WAPA-208,0
1/11/2023,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
1/11/2023,Energy Department,Combined Notice of Filings #1,0
1/12/2023,Energy Department,Combined Notice of Filings #1,0
1/17/2023,Energy Department,Applications for Permits To Site Interstate Electric Transmission Facilities,0
1/23/2023,Energy Department,Combined Notice of Filings #1,0
1/24/2023,Energy Department,Combined Notice of Filings #1,0
1/24/2023,Energy Department,"Request for Information on Performance Metrics for ISOs, RTOs, and Utilities in Regions Outside ISOs and RTOs",2
1/25/2023,Energy Department,Combined Notice of Filings #1,0
1/31/2023,Energy Department,Combined Notice of Filings #1,0
2/3/2023,Energy Department,Combined Notice of Filings #1,0
2/6/2023,Energy Department,Commission Information Collection Activities (FERC-725M); Comment Request; Extension,1
2/6/2023,Energy Department,Combined Notice of Filings #1,0
2/8/2023,Energy Department,Combined Notice of Filings #1,0
2/9/2023,Energy Department,Combined Notice of Filings #3,0
2/9/2023,Energy Department,Combined Notice of Filings #2,0
2/9/2023,Energy Department,Internal Network Security Monitoring for High and Medium Impact Bulk Electric System Cyber Systems,0
2/10/2023,Energy Department,Pacificorp; Notice of Institution of Section 206 Proceeding and Refund Effective Date,0
2/10/2023,Energy Department,Nevada Power Company; Sierra Pacific Power Company; Notice of Institution of Section 206 Proceeding and Refund Effective Date,0
2/13/2023,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Notice of Technical Conference: Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
2/16/2023,Energy Department,Combined Notice of Filings #1,0
2/16/2023,Energy Department,"Emergency Order Issued to PJM Interconnection, L.L.C. To Operate Power Generating Facilities Under Limited Circumstances in the PJM Region as a Result of Extreme Weather",1
2/22/2023,Energy Department,Combined Notice of Filings #1,0
2/23/2023,Energy Department,Combined Notice of Filings #1,0
2/28/2023,Energy Department,Combined Notice of Filings #1,0
3/1/2023,Energy Department,Combined Notice of Filings #1,0
3/10/2023,Energy Department,North American Electric Reliability Corporation; Order Approving Extreme Cold Weather Reliability Standards EOP-011-3 and EOP-012-1 and Directing Modification of Reliability Standard EOP-012-1,0
3/13/2023,Energy Department,Combined Notice of Filings #1,0
3/14/2023,Energy Department,Desert Southwest Region Ancillary Services-Rate Order No. WAPA-208,0
3/17/2023,Energy Department,Combined Notice of Filings #1,0
3/17/2023,Energy Department,Notice of Final 2025 Provo River Project Marketing Plan and Call for 2025 Resource Pool Applications,0
3/17/2023,Energy Department,Application for Renewal of Authorization To Export Electric Energy; Freepoint Commodities LLC,0
3/20/2023,Energy Department,Combined Notice of Filings #1,0
3/21/2023,Energy Department,Notice of Final 2025 Olmsted Power Marketing Plan,0
3/23/2023,Energy Department,Combined Notice of Filings #1,0
3/24/2023,Energy Department,Combined Notice of Filings #1,0
3/29/2023,Energy Department,Combined Notice of Filings #1,0
3/30/2023,Energy Department,Combined Notice of Filings #1,0
3/31/2023,Energy Department,Nevada Power Company; Notice Granting Motion To Hold Proceeding in Abeyance,0
3/31/2023,Energy Department,Combined Notice of Filings #1,0
4/3/2023,Energy Department,Pome BESS LLC; Notice of Filing,0
4/4/2023,Energy Department,Combined Notice of Filings #1,0
4/5/2023,Energy Department,Integrated System Power Rates,0
4/6/2023,Energy Department,Combined Notice of Filings #1,0
4/6/2023,Energy Department,Combined Notice of Filings #2,0
4/11/2023,Energy Department,Combined Notice of Filings #1,0
4/12/2023,Energy Department,Combined Notice of Filings #1,0
