date,agency,filing_title,keyword_count
2024-10-18,Energy Department,Application for Renewal of Authorization to Export Electric Energy; Macquarie Energy LLC,0
2024-10-22,Energy Department,Electric Vehicle Working Group,0
2024-10-22,Energy Department,Combined Notice of Filings #1,0
2024-10-23,Energy Department,Combined Notice of Filings #1,0
2024-10-25,Energy Department,Combined Notice of Filings #1,0
2024-10-25,Energy Department,"Notice of Intent To Prepare an Environmental Impact Statement for the Proposed North Plains Connector Project, Colstrip, Montana to Center/St. Anthony, North Dakota",0
2024-10-28,Energy Department,Combined Notice of Filings #1,0
2024-10-30,Energy Department,Combined Notice of Filings #1,0
2024-10-31,Energy Department,Combined Notice of Filings #1,0
2024-11-01,Energy Department,Combined Notice of Filings #1,0
2024-11-04,Energy Department,Combined Notice of Filings #1,0
2024-11-05,Energy Department,Combined Notice of Filings #1,0
2024-11-07,Energy Department,Combined Notice of Filings #1,0
2024-11-07,Energy Department,Combined Notice of Filings #2,0
2024-11-08,Energy Department,Combined Notice of Filings #2,0
2024-11-08,Energy Department,Combined Notice of Filings #1,0
2024-11-12,Energy Department,Combined Notice of Filings #1,0
2024-11-12,Energy Department,Final 2028 Parker-Davis Project Power Marketing Plan and Call for Resource Pool Applications,0
2024-11-12,Energy Department,Integrated System Power Rates,0
2024-11-13,Energy Department,Fiscal Year (FY) 2026-2028 Proposed Power and Transmission Rate Adjustments; Public Hearing and Opportunities for Public Review and Comment,0
2024-11-13,Energy Department,Proposed Modifications to Open Access Transmission Tariff; Public Hearing and Opportunities for Public Review and Comment,0
2024-11-13,Energy Department,Department of Energy Acquisition Regulation (DEAR),0
2024-11-14,Energy Department,Combined Notice of Filings #1,0
2024-11-15,Energy Department,Combined Notice of Filings #1,0
2024-11-18,Energy Department,Combined Notice of Filings #1,0
2024-11-19,Energy Department,Combined Notice of Filings #1,0
2024-11-19,Energy Department,Sunshine Act Meetings,0
2024-11-21,Energy Department,Combined Notice of Filings #1,0
2024-11-22,Energy Department,Combined Notice of Filings #1,0
2024-11-22,Energy Department,"Notice of Application Accepted for Filing and Soliciting Motions To Intervene and Protests: Scott's Mill Hydro, LLC",0
2024-11-26,Energy Department,Compensation for Reactive Power Within the Standard Power Factor Range,0
2024-11-26,Energy Department,Combined Notice of Filings #1,0
2024-11-27,Energy Department,Combined Notice of Filings #1,0
2024-12-02,Energy Department,Combined Notice of Filings #1,0
2024-12-03,Energy Department,Combined Notice of Filings #1,0
2024-12-04,Energy Department,Combined Notice of Filings #1,0
2024-12-06,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation,0
2024-12-06,Energy Department,Combined Notice of Filings #1,0
2024-12-09,Energy Department,Combined Notice of Filings #1,0
2024-12-09,Energy Department,"Southern Star Central Gas Pipeline, Inc.; Notice of Application and Establishing Intervention Deadline",0
2024-12-10,Energy Department,Combined Notice of Filings #1,0
2024-12-11,Energy Department,Combined Notice of Filings #1,0
2024-12-12,Energy Department,Combined Notice of Filings #1,0
2024-12-12,Energy Department,ANR Pipeline Company; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline,0
2024-12-13,Energy Department,Combined Notice of Filings #1,0
2024-12-16,Energy Department,Combined Notice of Filings #1,0
2024-12-16,Energy Department,"Notice of Early Public and Governmental Engagement for Potential Designation of Tribal Energy Access, Southwestern Grid Connector, and Lake Erie-Canada National Interest Electric Transmission Corridors",1
2024-12-17,Energy Department,Sunshine Act Meetings,0
2024-12-18,Energy Department,Combined Notice of Filings #1,0
2024-12-19,Energy Department,Combined Notice of Filings #1,0
2024-12-19,Energy Department,Application for Authorization To Export Electric Energy; OIKO Energy Inc.,0
2024-12-20,Energy Department,Combined Notice of Filings #1,0
2024-12-20,Energy Department,Pick-Sloan Missouri Basin Program-Eastern Division-Rate Order No. WAPA-217,0
2024-12-23,Energy Department,Combined Notice of Filings #1,0
2024-12-26,Energy Department,Combined Notice of Filings #1,0
2024-12-27,Energy Department,Combined Notice of Filings #1,0
2024-12-27,Energy Department,Interregional Transfer Capability Study: Strengthening Reliability Through the Energy Transformation,0
2024-12-27,Energy Department,Loveland Area Projects-Rate Order No. WAPA-219,0
2024-12-30,Energy Department,Determination Regarding Energy Efficiency Improvements in the 2024 International Energy Conservation Code,0
2024-12-30,Energy Department,Combined Notice of Filings #1,0
2024-12-30,Energy Department,Colorado River Storage Project-Rate Order No. WAPA-220,0
2024-12-30,Energy Department,Pick-Sloan Missouri Basin Program-Eastern Division-Rate Order No. WAPA-218,0
2024-12-31,Energy Department,Combined Notice of Filings #1,0
2025-01-02,Energy Department,Combined Notice of Filings #1,0
2025-01-03,Energy Department,Combined Notice of Filings #1,0
2025-01-03,Energy Department,Update and Relocation of the Department of Energy Technology Investment Agreement Regulations,0
2025-01-06,Energy Department,Combined Notice of Filings #1,0
2025-01-08,Energy Department,Combined Notice of Filings #1 Take notice that the commission received the following accounting Request filings:,0
2025-01-10,Energy Department,Combined Notice of Filings #1,0
2025-01-13,Energy Department,Combined Notice of Filings #1,0
2025-01-14,Energy Department,Sunshine Act Meetings,0
2025-01-14,Energy Department,Combined Notice of Filings #1,0
2025-01-15,Energy Department,Combined Notice of Filings #1,0
2025-01-16,Energy Department,Combined Notice of Filings #2,0
2025-01-16,Energy Department,Combined Notice of Filings #1,0
2025-01-17,Energy Department,Energy Conservation Program: Test Procedure for Compressors,0
2025-01-17,Energy Department,Combined Notice of Filings #1,0
2025-01-21,Energy Department,Combined Notice of Filings #1,0
2025-01-21,Energy Department,Reliability Standards for Frequency and Voltage Protection Settings and Ride-Through for Inverter-Based Resources,0
2025-01-21,Energy Department,Energy Conservation Program: Energy Conservation Standards and Test Procedures for Certain Consumer Products and Commercial Equipment; Corrections,0
2025-01-21,Energy Department,"Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers",0
2025-01-22,Energy Department,Combined Notice of Filings #1,0
2025-01-27,Energy Department,"Lyonsdale Associates, LLC; Notice Soliciting Scoping Comments",0
2025-01-27,Energy Department,Combined Notice of Filings #1,0
2025-01-28,Energy Department,Combined Notice of Filings #1,0
2025-01-29,Energy Department,Combined Notice of Filings #1,0
2025-01-30,Energy Department,Combined Notice of Filings #1,0
2025-01-31,Energy Department,Combined Notice of Filings #1,0
2025-02-03,Energy Department,"New England Hydropower Company, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
2025-02-04,Energy Department,Combined Notice of Filings #1,0
2025-02-05,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Notice of Technical Conference: Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
2025-02-05,Energy Department,Combined Notice of Filings #1,0
2025-02-07,Energy Department,Combined Notice of Filings #1,0
2025-02-07,Energy Department,Combined Notice of Filings,0
2025-02-07,Energy Department,Combined Notice of Filings #2,0
2025-02-11,Energy Department,Combined Notice of Filings #1,0
2025-02-11,Energy Department,Combined Notice of Filings #2,0
2025-02-11,Energy Department,Combined Notice of Filings #3,0
2025-02-12,Energy Department,Combined Notice of Filings #1,0
2025-02-12,Energy Department,Combined Notice of Filings #2,0
2025-02-12,Energy Department,"Ohio Power and Light, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule",0
2025-02-12,Energy Department,Combined Notice of Filings #3,0
2025-02-13,Energy Department,Combined Notice of Filings #1,0
2025-02-14,Energy Department,Combined Notice of Filings #1,0
2025-02-18,Energy Department,Combined Notice of Filings #1,0
2025-02-19,Energy Department,Sunshine Act Meetings,0
2025-02-19,Energy Department,Combined Notice of Filings #1,0
2025-02-20,Energy Department,Combined Notice of Filings #1,0
2025-02-20,Energy Department,"Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions; Erie Boulevard Hydropower, L.P.",0
2025-02-21,Energy Department,Combined Notice of Filings #1,0
2025-02-25,Energy Department,Combined Notice of Filings #3,0
2025-02-25,Energy Department,Combined Notice of Filings #2,0
2025-02-25,Energy Department,Combined Notice of Filings #1,0
2025-02-26,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Notice of Commissioner-Led Technical Conference,0
2025-02-26,Energy Department,Combined Notice of Filings #1,0
2025-02-26,Energy Department,In Reply Refer To: North American Electric Reliability Corporation,0
2025-02-27,Energy Department,Standards for Business Practices and Communication Protocols for Public Utilities,0
2025-02-27,Energy Department,"Hydropower Highway LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
2025-02-27,Energy Department,Combined Notice of Filings #1,0
2025-02-27,Energy Department,Notice of Institution of Section 206 Proceeding and Refund Effective Dates,0
2025-02-28,Energy Department,Combined Notice of Filings #1,0
2025-03-03,Energy Department,Combined Notice of Filings #1,0
2025-03-04,Energy Department,Combined Notice of Filings #1,0
2025-03-05,Energy Department,Combined Notice of Filings #1,0
2025-03-05,Energy Department,"Yuba County Water Agency; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
2025-03-05,Energy Department,"Eagle Creek Reusens Hydro, LLC; Notice Soliciting Scoping Comments",0
2025-03-07,Energy Department,Combined Notice of Filings #1,0
2025-03-10,Energy Department,Notice of Effectiveness of Exempt Wholesale Generator Status,0
2025-03-10,Energy Department,Combined Notice of Filings #1,0
2025-03-10,Energy Department,"Missisquoi, LLC; Notice of Application Accepted for Filing, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
2025-03-11,Energy Department,Combined Notice of Filings,0
2025-03-11,Energy Department,Combined Notice of Filings #1,0
2025-03-12,Energy Department,Combined Notice of Filings #2,0
2025-03-13,Energy Department,Combined Notice of Filings #1,0
2025-03-17,Energy Department,Commission Information Collection Activities (FERC-725G); Comment Request; Extension,1
2025-03-17,Energy Department,Combined Notice of Filings #1,0
2025-03-18,Energy Department,Combined Notice of Filings #1,0
2025-03-19,Energy Department,"Town of Stowe Electric Department; Notice of Application Accepted for Filing, Intent To Waive Scoping, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, and Terms and Conditions",0
2025-03-19,Energy Department,Green Mountain Power Corporation; Notice of Application Tendered for Filing With the Commission and Establishing Procedural Schedule for Licensing and Deadline for Submissions of Final Amendments,0
2025-03-19,Energy Department,Sunshine Act Meetings,0
2025-03-19,Energy Department,Combined Notice of Filings #1,0
2025-03-20,Energy Department,Energy Conservation Program: Energy Conservation Standards for Consumer Gas-Fired Instantaneous Water Heaters,0
2025-03-20,Energy Department,Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers,0
2025-03-20,Energy Department,"Forestport Hydro, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments",0
2025-03-20,Energy Department,Combined Notice of Filings #1,0
2025-03-21,Energy Department,Combined Notice of Filings #1,0
2025-03-25,Energy Department,Combined Notice of Filings #1,0
2025-03-26,Energy Department,Commission Information Collection Activities (FERC Form Nos. 6 and 6-Q); Comment Request; Extension,1
2025-03-26,Energy Department,International Energy Agency Meetings,0
2025-03-26,Energy Department,Combined Notice of Filings #1,0
2025-03-28,Energy Department,Combined Notice of Filings #1,0
2025-03-31,Energy Department,Combined Notice of Filings #1,0
2025-04-01,Energy Department,Combined Notice of Filings #1,0
2025-04-01,Energy Department,"Notice of Motion for Deferral of Effective Date: Black Hills Colorado Electric, LLC; Black Hills Power, Inc.; Cheyenne Light, Fuel and Power Company; El Paso Electric Company; Public Service Company of Colorado; Tucson Electric Power Company; UNS Electric, Inc.",0
2025-04-02,Energy Department,Rescission of Policy Statement on Export Commencement Deadlines in Authorizations To Export Natural Gas to Non-Free Trade Agreement Countries,0
2025-04-02,Energy Department,Combined Notice of Filings #1,0
2025-04-03,Energy Department,Agency Information Collection Extension,0
2025-04-03,Energy Department,"Notice of Early Public and Governmental Engagement for Potential Designation of Tribal Energy Access, Southwestern Grid Connector, and Lake Erie-Canada National Interest Electric Transmission Corridors; Reopening of Comment Period",1
2025-04-04,Energy Department,Combined Notice of Filings #1,0
2025-04-04,Energy Department,Agency Information Collection Extension,0
2025-04-04,Energy Department,Annual Report of Closed Advisory Committee Meetings,0
2025-04-04,Energy Department,"Black Canyon Hydro, LLC; Notice of Intent To Prepare an Environmental Impact Statement for the Seminoe Pumped Storage Project, Schedule for Environmental Review, and Request for Comments",0
2025-04-07,Energy Department,Request for Information on Artificial Intelligence Infrastructure on DOE Lands,1
2025-04-07,Energy Department,Combined Notice of Filings #1,0
2025-04-08,Energy Department,"Environmental Management Site-Specific Advisory Board, Hanford",0
2025-04-08,Energy Department,Combined Notice of Filings #1,0
2025-04-09,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Supplemental Notice of Commissioner-Led Technical Conference,0
2025-04-09,Energy Department,Agency Information Collection Extension,0
2025-04-09,Energy Department,Combined Notice of Filings,0
2025-04-09,Energy Department,"Algonquin Gas Transmission, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Planned Cape Cod Canal Bridge Relocation Project, and Notice of Public Scoping Session",0
2025-04-09,Energy Department,Combined Notice of Filings #1,0
2025-04-10,Energy Department,Combined Notice of Filings #1,0
2025-04-11,Energy Department,Combined Notice of Filings #1,0
2025-04-14,Energy Department,"Environmental Management Site-Specific Advisory Board, Northern New Mexico",0
2025-04-14,Energy Department,Combined Notice of Filings #1,0
2025-04-15,Energy Department,Repeal of the Definition of Showerhead,0
2025-04-15,Energy Department,Combined Notice of Filings #1,0
2025-04-16,Energy Department,"Environmental Management Site-Specific Advisory Board, Paducah",0
2025-04-16,Energy Department,Sunshine Act Meetings,0
2025-04-17,Energy Department,"Environmental Management Site-Specific Advisory Board, Oak Ridge",0
2025-04-17,Energy Department,"Energy Conservation Program: Procedures, Interpretations, and Policies for Consideration of New or Revised Energy Conservation Standards and Test Procedures for Consumer Products and Certain Commercial/Industrial Equipment",0
2025-04-17,Energy Department,Combined Notice of Filings #1,0
2025-04-18,Energy Department,"Environmental Management Site-Specific Advisory Board, Savannah River Site",0
2025-04-18,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Portable Electric Spas as a Covered Consumer Product,0
2025-04-18,Energy Department,Federal and State Current Issues Collaborative; Notice of Meeting and Agenda,0
2025-04-18,Energy Department,Combined Notice of Filings #1,0
2025-04-21,Energy Department,Combined Notice of Filings #1,0
2025-04-22,Energy Department,Combined Notice of Filings #1,0
2025-04-22,Energy Department,Northwest Pipeline LLC; Notice of Application and Establishing Intervention Deadline,0
2025-04-23,Energy Department,Sierra Nevada Region Pacific Alternating Current Intertie Point-to-Point Transmission Service-Rate Order No. WAPA-211,0
2025-04-23,Energy Department,Combined Notice of Filings #1,0
2025-04-24,Energy Department,Energy Conservation Program: Energy Conservation Standards for Manufactured Housing,0
2025-04-24,Energy Department,Combined Notice of Filings #1,0
2025-04-24,Energy Department,Commission Information Collection Activities (FERC-715); Comment Request; Extension,1
2025-04-25,Energy Department,Industrial Technology Innovation Advisory Committee,0
2025-04-25,Energy Department,Combined Notice of Filings #1,0
2025-04-28,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation,0
2025-04-28,Energy Department,Boulder Canyon Project,0
2025-04-28,Energy Department,Combined Notice of Filings #1,0
2025-04-29,Energy Department,Energy Conservation Program: Notice of Decision and Order Granting an Exemption to E.L. Foust Co. From the Department of Energy Air Cleaner Energy Conservation Standards,0
2025-04-29,Energy Department,Integrated System-Rate Order No. SWPA-87,0
2025-04-30,Energy Department,Energy Conservation Program: Notification of Petition for Rulemaking,0
2025-04-30,Energy Department,Combined Notice of Filings #1,0
